,Goal,Target,Indicator,SeriesCode,Units,Nature,UpperBound,LowerBound,SeriesDescription,Source (can differ),FootNote (can differ)
352,17,17.2,17.2.1,DC_ODA_SIDSG,PERCENT,C,,,"Net official development assistance (ODA) to small island states (SIDS) as a percentage of OECD-DAC donors' GNI, by donor countries (%)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral"
353,17,17.2,17.2.1,DC_ODA_LDCG,PERCENT,C,,,"Net official development assistance (ODA) to LDCs as a percentage of OECD-DAC donors' GNI, by donor countries (%)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral"
354,17,17.2,17.2.1,DC_ODA_LLDC,CON_USD,C,,,"Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million | Including imputed multilateral"
355,17,17.2,17.2.1,DC_ODA_SIDS,CON_USD,C,,,"Net official development assistance (ODA) to small island states (SIDS) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million | Including imputed multilateral"
356,17,17.2,17.2.1,DC_ODA_LDCS,CON_USD,C,,,"Net official development assistance (ODA) to LDCs from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million | Including imputed multilateral"
357,17,17.2,17.2.1,DC_ODA_LLDCG,PERCENT,C,,,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral"
358,17,17.2,17.2.1,DC_ODA_TOTG,PERCENT,C,,,"Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI, by donor countries (%)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019"
359,17,17.2,17.2.1,DC_ODA_TOTL,CON_USD,C,,,"Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,"Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million"
360,17,17.2,17.2.1,DC_ODA_TOTLGE,CON_USD,C,,,"Net official development assistance (ODA) from OECD-DAC countries (grant equivalent methodology), by donor countries (millions of constant 2017 United States dollars)",The Organisation for Economic Co-operation and Development (OECD).,"Based on OECD, DAC database, 2019 | Constant 2017 USD million | Grant equivalent"
361,17,17.2,17.2.1,DC_ODA_TOTGGE,PERCENT,C,,,"Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)",The Organisation for Economic Co-operation and Development (OECD).,"Based on OECD, DAC database, 2019 | Grant equivalent"
362,17,17.3,17.3.2,BX_TRF_PWKR,PERCENT,CA,,,Volume of remittances (in United States dollars) as a proportion of total GDP (%),"World Development Indicators database, World Bank",
363,17,17.4,17.4.1,DT_TDS_DECT,PERCENT,CA,,,Debt service as a proportion of exports of goods and services (%),"World Development Indicators database, World Bank",
364,17,17.6,17.6.2,IT_NET_BBN,NUMBER,,,,"Number of fixed Internet broadband subscriptions, by speed (number)",Ministry of Communications.,
365,17,17.6,17.6.2,IT_NET_BBP,PER_100_POP,,,,"Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)",
366,17,17.8,17.8.1,IT_USE_ii99,PER_100_POP,,,,Internet users per 100 inhabitants,ITU estimate.,
367,17,17.9,17.9.1,DC_FTA_TOTAL,CON_USD,C,,,Total official development assistance (gross disbursement) for technical cooperation (millions of 2017 United States dollars),The Organisation for Economic Co-operation and Development (OECD).,"Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million"
